Severity,Affected sq km,Magnitude (M),Centroid X,Centroid Y,displace
1.0,13271.98095914223,5.930271571423076,81.15577024043576,23.751183462855266,BLUE
1.0,653.8603641844973,4.426802815195572,-34.88110433400216,-7.766469813037171,BLUE
1.0,130060.12436276212,6.766269224081264,-46.055303301992026,-23.303951070528772,BLUE
1.0,7017.07413424607,4.8561210299389534,26.15418923193279,4.8331860313932715,BLUE
1.349819784811061,7420.075662375582,4.330036043037788,-15.37257129627259,8.845048041257979,BLUE
1.0,328833.55395971134,6.551446492496592,30.57014117684288,11.861444513091286,BLUE
1.8028109348245005,9810.751584664227,4.5408432804473495,-48.503446805613976,27.91420591150973,BLUE
1.4804600734644122,7377.505057060154,4.303907985307117,7.941575139841547,5.43616531514996,BLUE
1.0,14753.938505723927,5.060780523655636,71.95422072425912,15.145230973275472,BLUE
1.0,87236.46108335996,5.74884956326599,-7.928566962109855,19.571782162203213,BLUE
1.0,558.7670259589179,4.4598112800109275,-108.20084340682536,35.551755638320955,BLUE
1.0768455214221022,178717.77991617154,6.115167459981887,-61.151711734378125,43.303294675156096,BLUE
1.2863036164410113,27801.721672094307,5.057260723288202,-32.76644415877104,17.697454090571846,BLUE
1.0,2566.253467424004,5.332415029191175,94.91411508278871,18.973189527053158,BLUE
1.0393462438935122,1834.093233026073,4.76295399022962,-10.845280125446877,29.374422449635535,BLUE
1.0,738.9218129934847,3.9415098847048076,-91.17602857554243,-4.273734992804101,BLUE
1.59284018050811,5273.022845647411,5.067112324914598,51.364192659028625,17.595303392945105,BLUE
1.0,107.776453169364,3.7095828730352887,42.10598018818935,0.08952073660801929,BLUE
1.4740053240111464,1431.563041646612,4.737612777626751,-3.2323647439012433,54.09352121981533,BLUE
1.0,22527.93706547656,5.1968256234627015,98.0651398463516,4.843455096010815,BLUE
1.5766648558468024,59022.41123828586,5.745998913508082,-3.4309353331591197,-0.9080849456614306,BLUE
1.084565378097238,14687.868143236909,5.2,115.24608555094854,15.564098031377007,BLUE
1.1965765222299305,13163.318452916694,5.429044871135777,85.64508590336672,14.116460149395479,BLUE
1.1190269943603426,9833.795449637424,4.6,-12.273084986946245,9.247530069328342,BLUE
1.8829148165187222,4547.705455749972,6.241457408259361,-59.93550739083595,-1.4510296112600969,BLUE
1.1704772949338837,75129.98311885998,5.668190917973553,3.3672253323349537,32.6368434426025,BLUE
1.7887681685270689,3924.1937120824773,5.204275435937896,23.588084555056597,19.362621814718885,BLUE
1.0685015843205639,377607.5721042153,6.3,117.76221392041003,43.967702740599066,BLUE
1.0,2463.9467538340623,4.954437374125283,121.84477932617594,10.35002774924455,BLUE
1.4016732075235208,222470.59233543288,6.482007849028225,-73.45560986543562,17.639222968761505,BLUE
1.5,1459.7897288116278,4.852514782845865,29.141252554851945,45.34504426513293,BLUE
1.3567402255364385,222769.63391179187,6.428088270643726,-67.00599253718462,19.372863226172697,BLUE
1.5,20722.583305526623,5.019735968764707,59.59396784279889,37.70500002965501,BLUE
1.0,6238.282717561927,4.3005524200192795,-71.14184365290772,8.273080652516924,BLUE
1.0,7772.021341639913,4.4,-72.61852142890473,19.6190121702375,BLUE
1.448682932895466,22725.293500666212,6.048682932895465,122.01125510385965,44.98110212039302,BLUE
1.0,213.7150442527224,4.5396325197612075,29.334224194465286,-23.66180860037211,BLUE
1.0,6131.780991372852,4.494676523832965,11.714198781683109,30.921745600170286,BLUE
1.5349904824735723,57542.10988459072,6.644015228042284,106.88209584116052,1.970254478277191,BLUE
1.1526120694286264,1990.9442550389206,4.1,14.894133356279683,3.2033982978884623,BLUE
1.9376059314017229,34443.166635982714,5.118718220579483,5.0672474059121075,20.586917927422647,BLUE
1.6647209499217044,1833.5829693273517,5.067055810015659,31.825908545832814,33.67243178851176,BLUE
1.533508268875605,521718.3778868871,6.926806615100484,-51.925098309639225,1.412375345294656,BLUE
1.9753431334790705,6322.690245798396,6.353151953610235,-115.61406049103081,33.83543135851396,BLUE
1.0,36492.138306354944,5.545092172181551,46.36991253054987,37.57979773002321,BLUE
1.8525474212459705,27076.64870576576,5.8621978366294325,9.687749381209537,24.72207396436731,BLUE
1.4689826157169472,35408.1972155403,6.613151324007452,48.17449499451622,33.317497766475356,BLUE
1.0851034861197855,56740.30643008486,5.5340413944479145,59.20800083755125,59.38741288454394,BLUE
2.0,96559.43012035573,6.515679277754001,26.90071175185882,11.210378580569753,BLUE
1.071034889044002,5204.730645413547,4.269932578367208,-49.288378229204774,-14.022292667506836,BLUE
1.0,23656.379229909013,5.257841379689994,26.098605689569794,12.497931281875438,BLUE
1.0,1260.0614782976734,5.526585557405819,-47.23276049596277,-5.8889911488310815,BLUE
1.2345536055237893,126063.55431000587,6.418535673371453,-53.15108100211253,-25.24852954390316,BLUE
1.0,5110.278896813199,4.107424866981457,10.532238504586944,12.68099582649883,BLUE
1.4495109465911193,1517.0874237002208,4.858630650455135,110.25243396894113,19.381184044269876,BLUE
1.0837455445470539,13068.21290527697,5.3177384158223395,-40.89137031375958,4.633079583123102,BLUE
1.1472755635520908,9526.304646289178,4.417820450841672,129.06995305145844,-7.911207140532167,BLUE
1.4865383989561491,124227.23137063923,6.081153758538608,-47.277160499020496,-22.204067275005066,BLUE
1.1203537465407631,22688.15643241925,5.340707493081526,125.37647781269204,23.59451729705488,BLUE
1.0,134879.86660829277,6.712895413892175,-73.06999653306065,-8.51421595301221,BLUE
1.2801297567460457,15964.8302679843,5.1,66.92018235983204,28.005231327788128,BLUE
1.3608157591686716,4817.9322461400125,4.544326303667469,-50.61088988578435,38.1949266469983,BLUE
1.7982931972091867,6370.110701674517,6.319317278883675,-109.59187473117555,24.878569424331772,BLUE
1.0,15235.54384969789,5.622006268865834,81.65573921356511,1.5785020440631543,BLUE
1.149691686852674,7301.133142794022,4.860493301035721,12.226492874874655,12.143559611317492,BLUE
1.2325059922078312,3422.91321263778,5.267494007792169,-64.64311998287758,32.75269941752981,BLUE
1.0,85591.27770433294,6.148128408710306,12.8418446135844,50.201885527583244,BLUE
1.743536938983234,79.07627381176776,2.7769389183050297,-44.6381040241686,39.20525807612947,BLUE
1.0,9656.752878699543,4.848723823931721,47.059206329650074,15.436873602549353,BLUE
1.6739942081457304,155000.79591559697,6.304396524887438,-40.31950798862667,39.162789677262204,BLUE
1.0,649.048565222716,3.2812305473341645,-146.9857302198331,19.631563861917254,BLUE
1.0,13806.956138583126,4.884202775866137,87.19111166283699,11.826181659033608,BLUE
1.4045118201458382,7263.881815437818,4.376390543883329,15.715337147738097,3.5784850335250127,BLUE
1.5734609617918853,24651.36459876024,5.54976727009241,-4.276372701513612,19.881659721286525,BLUE
1.3426451465225215,2192285.591770648,8.002793543956756,-6.954427938153717,6.699998247060578,BLUE
1.13534107814186,6250.661596884003,4.584216264097906,-78.01043270993927,11.97981389866479,BLUE
1.0,35825.18940431488,5.515492531114345,-6.344754560477948,21.996549218729896,BLUE
1.041368417809095,33814.09556684573,5.507557886303648,22.09166695132194,14.326061752942394,BLUE
1.4845379950800108,75806.75536813003,6.569075990160021,-9.447260784020727,34.51107331650246,BLUE
1.6512097556392682,231220.44579218017,6.720967804511415,-83.65348144211212,10.924339214707233,BLUE
1.281704182241927,166768.0889043135,6.438045018690312,20.879422311576725,0.3651373301507297,BLUE
1.0,123.52428798824565,3.52152195619339,-9.235958281639583,18.622214084658186,BLUE
1.4314257559236285,4763.059783060976,4.586285151184725,-83.8805979966945,35.66371074146171,BLUE
1.2096504577228575,1521.5632821338754,5.090349542277142,67.79093231229986,17.532770243506654,BLUE
1.252754380194932,35942.62533079294,6.205508760389864,-6.720107429817588,10.830844668079019,BLUE
1.8559212139868004,94797.89329146993,6.6279606069934,-72.45705700579816,21.11287923975758,BLUE
1.0,177082.75513768944,6.037600151447101,-22.54264413071465,-10.961024378512487,BLUE
1.0,26733.644908826107,6.362175331422765,21.079094633025463,26.616873470762762,BLUE
1.0,35010.23917969107,6.182968045961617,5.193864097317444,11.614792425350146,BLUE
1.0,2155.0784366833404,4.6,93.31258936173857,21.620866388355722,BLUE
1.5404159427863768,247.9567357315533,3.4378752171640867,-40.98983579815044,14.160054206403213,BLUE
1.3467682659785898,23110.23053727334,5.824182878761461,98.44848110743033,31.030878170286883,BLUE
1.1776187888146457,3624.14579828403,5.9,124.6843738998658,10.00763735104879,BLUE
1.0,6875.808154288755,4.722791490798947,33.531512626858046,-0.8655517981440938,BLUE
1.0,23706.461562370845,5.3,13.721378576323193,18.056262764481595,BLUE
1.270784287934281,44269.51697658634,5.745843142413144,84.95457199199498,20.802428463479856,BLUE
1.7250060762991186,646181.209070091,7.180004861039295,128.01550304711682,9.853286780822472,BLUE
1.425712424909789,891.9363277641345,3.9385686373646833,148.57822621974003,-14.057388034947486,BLUE
1.1663938314029094,25066.68611289732,6.100654804633018,-33.490834397618805,-14.147902889721383,BLUE
1.0,78409.96906795134,7.398688714173161,-30.171430127239063,5.019476448076574,BLUE
1.0,7787.309743623825,4.592915836878536,-95.19818416257849,32.93124885659379,BLUE
1.6861245032775294,27188.97387857173,5.543062251638765,40.09089914147162,18.651085113150984,BLUE
1.0,175912.1244898859,6.05380227053639,-9.205270323960477,-6.106020508321361,BLUE
1.1598919215608001,88799.28800846264,5.8598919215608,41.45164328559457,6.057583978324432,BLUE
1.0052744345174718,56.96060643652443,3.005274434517472,40.72491172167082,21.248994098787726,BLUE
1.9447596555218816,27229.298911629478,5.633711586626258,10.990358521330139,26.87009474500263,BLUE
1.628532737375623,645029.0144770603,7.102826189900498,122.2117152141488,14.151492391882647,BLUE
2.0,96613.245942234,6.458549955165595,62.912503978287845,9.77176130932381,BLUE
1.0,27094.485701615307,5.346817761221977,3.0090950771239022,18.95083595897478,BLUE
1.3708207259180212,28838.71073826353,5.7,-36.14296269090359,-7.356652392498681,BLUE
1.0,9707.01602506126,4.447770721225989,73.27395879402272,-0.5288018695434689,BLUE
1.5168191366863315,14769.079979400629,5.2,73.63401039522125,26.465840400624963,BLUE
1.0,142.09790345917312,3.6808847894590997,15.160252173966068,17.038009684114137,BLUE
2.0,3754.559629400681,4.861403779067186,22.897872662833954,32.286659476812844,BLUE
1.1402053251883544,179159.14172298307,6.140205325188354,-56.75074249270686,-13.695664730337505,BLUE
1.0,36167.70363963134,5.418639039809655,45.99317534969211,24.387127381898697,BLUE
1.0,709.2917489664727,4.979417235804151,-58.40243697450623,18.201680296005232,BLUE
1.2730050444001506,4689.217056532659,4.46380302664009,1.4073694519875204,19.95121678315079,BLUE
1.2375530413251314,17447.410505678705,6.0900424330601055,113.00642376251366,8.44371062111312,BLUE
1.1260020278639944,237972.67252453018,7.0873997972136005,2.2672236027208292,-1.6273111313990196,BLUE
1.8035807841279827,80.84376646814017,2.7589257647616052,-51.45901277999786,40.64076831269657,BLUE
1.524277587168454,39751.97801900666,6.1854334476989274,-80.39899826993845,-0.39157819283105155,BLUE
1.8245083726186426,21730.563272620915,5.929803349047457,0.22340202932430242,8.899308562557577,BLUE
2.0,5387.1174396924425,6.935454635862109,65.44932164241531,14.197342045560452,BLUE
1.2103427666690312,1330.1172600895154,4.278616980004256,5.8009159556286605,22.685238347324876,BLUE
1.4896244620502448,45186.197579184554,5.848962446205024,53.903115636090995,24.11184951803713,BLUE
1.0,126213.14273543733,6.115796198861455,26.76762506441679,-15.962750115595927,BLUE
1.0,399.4075517322621,3.9850866371011904,32.2680058328939,40.25575903742386,BLUE
1.723668866111626,179773.1252868827,7.165798680333024,-1.2539384583009223,51.52669520009508,BLUE
1.0,331.71503341146143,4.727826744753102,22.959359757983464,-4.314844772389712,BLUE
1.0,13312.317996753147,4.998500177888756,-19.332056813271052,5.100980356657082,BLUE
1.8587764566268505,93.54343641565336,2.8977129607224095,-57.23020391761625,37.28861034318795,BLUE
1.214561291580262,12962.845245042283,6.228736774948157,105.9585808843287,23.96948102539584,BLUE
1.0,1230.9221180745974,4.063175888458309,81.20049122310189,14.930320091458087,BLUE
1.8606784684424817,1826.9771550951573,5.139321531557518,-6.230517715509258,43.016863031106865,BLUE
1.3906450998382085,12755.595896847912,6.050064319482267,93.64676624044914,16.800040440562746,BLUE
1.0,118230.18998312483,5.436567555973764,-10.079847322807431,27.879846712605545,BLUE
1.174289048439333,4716.196747277282,4.813720287190799,-27.221381767100013,10.324188066267046,BLUE
1.0,3421.969568879888,5.6142830270643564,-30.59996720875364,23.82923895073095,BLUE
1.0,56428.143664850744,5.5,96.47875392519614,12.419748368866458,BLUE
1.0150367373274045,22584.28140901761,5.096992652534519,120.23116809667897,16.419987851189166,BLUE
1.5712604699370973,5269.191583832633,5.028268845886775,49.16937424612733,17.109818170315858,BLUE
1.8569988773342736,254976.61213176168,6.856998877334274,-62.70706166667674,5.916241882122225,BLUE
1.6254517566204187,1009274.2721365211,7.475632459268586,119.89294901057383,3.7983706638475248,BLUE
1.0,170.02556330102098,3.7213606419910716,29.14315725633277,-9.526018042050717,BLUE
1.3673907286970706,269360.10858018766,6.8,73.49651299973098,16.660158088788627,BLUE
1.0,31045.168788202853,5.2435086091513945,123.91336427902866,33.012510390931986,BLUE
1.278392455464094,180970.90937027507,6.679498875299463,-3.5290401979046067,52.192844676172605,BLUE
1.4225604257480173,18750.13011292986,5.223903318803172,25.5848856198226,46.8805083694583,BLUE
1.0,73.1926567938194,3.224480974142147,40.547832888944576,14.67812244253935,BLUE
2.0,259706.94701247336,6.835024628026071,-8.309751395186805,5.172587749032124,BLUE
1.6727646144124666,74485.44875292742,7.6327235385587535,-50.76181426064235,29.51756829773973,BLUE
1.220504263435647,4721.087787608523,5.183563216650506,-34.027273476922005,21.251618912393994,BLUE
1.0,13384.206017282877,5.340028288007389,-65.43331181169941,-4.2018841576970845,BLUE
1.5629641133474075,27696.679825201543,5.18814975868637,-8.017571640148656,47.92945982382602,BLUE
1.24966895274023,95205.26664679384,5.649536533836322,-12.567876443935042,31.223256867268372,BLUE
2.0,1052905.6655274918,8.068376326740994,48.36229573998374,22.850915996865837,BLUE
1.9996733046193502,444971.45697117894,7.6990852529341804,-92.33209805776558,4.343460680528453,BLUE
1.8706690341255177,3678.3830929000596,4.6810633522242755,41.42832500376444,37.57359854330261,BLUE
2.0,259441.05754925637,6.841481037358173,-10.904881560331305,5.133984877635484,BLUE
1.0,106.38476241874606,3.6900618285997453,42.04327859346238,0.6765824298393177,BLUE
1.0,36483.22376380638,5.600106305575537,-21.31506595266231,-1.8530162842773947,BLUE
1.0,13998.580851368253,6.184795143257551,-28.052965980793488,-17.751891590805876,BLUE
1.4583235945875754,2009083.277200035,8.037497078376273,3.5780716224798255,11.390066402194606,BLUE
1.0,87269.88510356832,5.735121938734878,12.940634589321348,15.250202411188235,BLUE
1.9062234737429835,15482.18048058796,6.065643568379912,0.9940573165798074,44.35078376111271,BLUE
1.513869514785076,57480.441655995564,5.756934757392538,40.23302728172258,6.2956229810053905,BLUE
1.5,1441.8616621964902,4.815852069931473,6.117558291831415,52.21360188472317,BLUE
1.4799704404746528,124506.30877742158,6.112017735715208,-44.860142249108364,-23.748581204911645,BLUE
1.0,85944.91124049209,6.0542695432531035,38.83501865969898,38.325953414263466,BLUE
1.3962295318971483,42307.191874736185,5.575475438276578,38.88333601942929,38.09357860566333,BLUE
1.7618533463343038,15510.597910450824,5.928556003900291,3.5337726164548537,49.62766788480782,BLUE
1.0915654481206247,15446.109511763685,5.727469634436187,8.267292130607997,48.8985957379208,BLUE
1.0,11706.107985578312,5.76806905423429,110.5598605611965,16.533039298279988,BLUE
1.5337005870601812,825.770972327529,4.613480234824072,40.11694770818349,1.497472011246817,BLUE
1.0,26054.1787019102,5.583078972071548,84.27095384814776,27.181661981162645,BLUE
1.0772461020024628,22681.184674928394,5.369941424405418,66.89102770948078,10.515193867277585,BLUE
1.2563673229499746,3637.438462568194,4.953820393769984,115.50110950697817,4.466950659252156,BLUE
1.0,81.80858442003034,3.4159822569452714,28.699219707193656,-8.984837125596107,BLUE
1.5969106905466561,5498.17317287996,6.348878485967962,33.72210133898055,9.363998835611504,BLUE
1.4997788516252193,42980.40073776153,5.700176918699825,74.55587684557105,35.41841477548121,BLUE
1.8847244470410236,75549.57213572577,7.185008009347684,-99.16167600838745,39.55571403978938,BLUE
1.3010671484912864,42703.24498243704,5.779573140603485,81.7522716708706,31.871967507166183,BLUE
1.1724469477259531,14964.37167497169,6.441329578411071,-1.361848602368827,-0.9036869872242335,BLUE
1.0,13339.173478005663,5.287779199643728,-66.18053552422238,-2.877768760716685,BLUE
1.96953631369104,9180.556255477153,5.0756290509528315,34.10665180073525,-14.473094339178775,BLUE
1.0,623.2608780224454,3.5453380469571276,-157.75991692436045,30.278567775634926,BLUE
1.0,4456.808508688429,5.5957530663314445,108.54897839855667,7.561087571791397,BLUE
1.48941924254044,57429.59731486285,5.7447096212702204,43.07191905172055,6.384220009500162,BLUE
1.0,33651.51761231618,5.36151291405412,-22.658984482428238,14.365518944605483,BLUE
1.0,63439.03854773489,6.665908575821632,110.36781028367588,66.0581287476885,BLUE
1.0,14758.544683373293,5.052956202865138,69.06362973248677,15.241556186527296,BLUE
1.5012756446257294,1903.6227172331105,4.5511480801631565,27.053151981901017,20.042102808448156,BLUE
1.474878495088509,124598.48571824143,6.130145805893789,-48.63470341750067,-23.921695828616343,BLUE
1.482544223671888,12516.29994477089,6.396508844734378,98.08537192067675,18.880294749443138,BLUE
1.551159961916372,3624.266883068673,4.634652011425088,53.53173000931094,46.97786200285151,BLUE
1.4381786132483445,240920.68005931325,6.350542890598676,-6.34924536123413,20.97529640715352,BLUE
1.0,71944.36000012662,7.297950987450747,46.91093137818541,10.572107948543449,BLUE
1.0,1231.1660585196585,4.001698961779613,85.5713285745625,15.919016617075552,BLUE
1.0249716621170495,51424.68879853667,5.049943324234099,17.522215436560664,35.965686051368365,BLUE
1.0,25564.826974618987,5.916249601690836,20.129230760544658,-6.569813181775238,BLUE
1.0,54808.48962369387,6.948790742170711,24.332544334295818,37.76590422208421,BLUE
1.0,11511.251950224478,5.965269938662813,-62.26533231900029,-34.0473136843508,BLUE
1.275401713152371,4429.98290396589,6.4449196573695255,-47.74309787464085,-5.973369847878454,BLUE
1.8884070000427524,9188.014224532528,5.122318599991449,46.04961388585999,-10.759250254620847,BLUE
1.0,9492.212696796903,4.691680499992228,140.94806225908673,9.116120812295872,BLUE
1.1405248750834445,22623.202578876033,5.4529447751502005,108.41597529418209,16.683496478120745,BLUE
1.0,1704.20289884548,4.534699210071005,-6.5555890077326335,-22.700605469447382,BLUE
1.6202484770806826,4579.598868707784,5.540496954161365,-5.008369600153856,-4.117209912014117,BLUE
1.1985542237770463,22463.871006308407,5.278698801399342,97.95114616046094,14.05484273131827,BLUE
1.6079064230954274,26505.846185287657,5.743162569238171,-16.549659194875673,31.35637118294678,BLUE
1.7507696492110556,58804.00199815421,5.8504617895266335,-8.686984940032561,1.3301192254327248,BLUE
1.0,9597.26665070392,4.337645889039745,5.336785738555929,38.7543875833641,BLUE
1.0,7620.479986193011,4.71812001246889,-56.59458122570407,17.446874290234106,BLUE
1.7630666750933512,58051.62070363925,5.881533337546676,0.18312755026574123,19.24943647663968,BLUE
1.677393129888873,74506.52349473521,7.6322606870111125,-51.34840222677147,29.663325758025174,BLUE
1.4342184451590037,79261.35240805577,7.061828643229694,-34.207606071069456,-2.2664381733455294,BLUE
1.0,75768.707024137,5.94331577376935,118.97421918784944,26.09461326776174,BLUE
1.0,55707.43623273259,6.235912784153097,38.4295183546315,51.97419976354823,BLUE
1.0,94187.3378371894,5.359548669950996,13.92357026151484,37.39852872923283,BLUE
1.0,1840.439591467396,4.709577742775626,-0.9369739038775704,28.193443187777746,BLUE
1.8268585609727532,79367.70290982508,6.39434044634632,0.9823716686220223,-3.3110572014680093,BLUE
1.0,56529.17039386834,5.5,75.27940777060378,38.846267548852936,BLUE
1.2247559481650507,1845.1645317171638,4.7674267844495155,7.673158442173502,32.056572001125325,BLUE
1.2344256000115146,5606.608077246888,5.36409792000806,41.4623446219629,18.03229826956761,BLUE
2.0,96570.87933351795,6.50352512365397,34.56215166235256,10.90431550799209,BLUE
1.4849480638943406,23541.10387881937,6.266885740567549,-96.1331091496353,42.012023057559766,BLUE
1.0385076754258877,2198.843318091827,4.965343092116701,123.11825396308905,37.48342998531412,BLUE
1.6678679067008133,15474.656193067383,5.701081116030732,42.663727360417454,35.56689122382423,BLUE
1.0,57116.97043226006,7.366410175518612,85.73939904953336,24.466576082902698,BLUE
1.7345035925709276,99.6308556704279,3.071694970400701,-42.673874805017896,30.2065110845098,BLUE
1.0,1201.347054065418,4.815926416426112,50.86132558477841,-6.549715088973516,BLUE
1.6784999682926378,14799.45657404282,5.2,58.06936860239483,30.54354415031813,BLUE
1.3412251498712058,16097.546568562224,5.1,54.312048271379005,32.63615215496763,BLUE
1.84810923501563,9164.386165730675,5.0392436940062515,30.093741296207547,-7.324887092318072,BLUE
1.9471614629002478,259246.86205245488,6.757729170320198,4.628634165427528,6.848528313349913,BLUE
1.0,6490.783440240019,5.827282676544007,-59.71854644895947,-10.414193267761803,BLUE
1.0,74545.49443098955,6.147959350527318,59.533972235808804,23.98986681516254,BLUE
1.277464679724954,33876.130582643505,5.244507064055009,-63.23752143353052,18.374725359885478,BLUE
1.1408080210528158,28966.903848103782,4.8844848126316895,-86.66816125454531,40.525746761822795,BLUE
1.963360320446038,58415.157786367534,5.981680160223019,-11.956810774604932,4.6668660772445545,BLUE
1.994857752032154,445787.8705747354,7.691772403251447,-91.99732269382244,4.280607591963578,BLUE
1.2839500267578554,34543.84818818582,5.386419989296858,-69.89087340336083,19.96110644845208,BLUE
1.2937538374447377,62872.71317747392,5.964378453700264,-62.014618884845035,21.354850121926905,BLUE
1.6226895409497974,266046.53168320894,6.8,46.163780493008844,12.108690863947013,BLUE
1.0098911539131343,79146.41911794891,7.783185038347671,-72.23751522168925,-1.1375154149858937,BLUE
2.0,1823.0172744728482,4.8440602821181376,31.82419982474838,28.57548974390974,BLUE
1.3399718637932483,4450.350354896767,5.969985931896624,31.557981344744576,13.560995548109515,BLUE
1.0,275746.31123155984,6.776318179116033,113.25485186665836,19.601964073163554,BLUE
1.0,2656.3116915391524,3.901481677110636,18.854149317708192,29.054336022368574,BLUE
1.738951473765152,15354.712643411229,5.712846621141667,4.646263424817814,41.33420207864128,BLUE
1.0,4536.905564677364,4.815080053266466,106.46322993092323,-1.2210880383046456,BLUE
1.4172858951278138,42443.5002421099,5.600743074153376,46.12461933445516,37.55389559351608,BLUE
1.0645154864725042,25570.41919572247,5.783870132414256,-98.43983382539626,20.527517813547238,BLUE
1.0,53822.130640589945,7.009960548789111,-5.627242133739355,23.9733159663924,BLUE
1.6274910684465342,1830.897205677733,5.074501786310694,31.066441301668227,32.48926615523085,BLUE
1.0,13185.466115918845,5.171369437884605,-55.970256268630564,3.760942363318403,BLUE
1.0309042303446114,4748.456768238365,4.506180846068922,-21.003124217570186,15.081149854871368,BLUE
1.0923605281113784,1792.292888497955,5.181527894377725,20.150099357155252,15.482817583379608,BLUE
1.0,5620.309983954089,5.313953692444361,16.226306507380958,16.849686255653562,BLUE
1.0,149357.43217690208,6.435691550714187,12.410940989872344,15.393428805744502,BLUE
1.0,18907.926527696723,5.475236135502999,32.65106213603954,20.346085104139156,BLUE
1.0319236185492664,423.52962998974704,3.59042291443522,39.74622965791126,16.900072473030995,BLUE
1.0,62939.26416652291,6.308614020015628,36.30363212286208,43.292914525965365,BLUE
1.4984820396498337,75811.31827783461,6.596964079299667,-11.686756611797207,34.654758329367745,BLUE
1.2466586158054065,17448.03378225188,6.097326892644325,113.01050305988083,8.616988792915306,BLUE
1.5290397475652666,711710.6724613674,7.181943722321793,58.61928729319505,16.394326283728745,BLUE
1.0,266367.93895378226,6.30427773062669,35.03608689310364,28.350974346189158,BLUE
1.1244114315229785,24246.384937753497,5.149764572609191,60.19686050912315,6.676842269283265,BLUE
1.246131917290087,88146.90135347196,6.2492263834580175,45.31762538474623,41.51968053979391,BLUE
1.5778911126940884,5416.068399481457,5.393469335232906,119.8437143960109,21.938929117167387,BLUE
1.0478201125030715,7790.182102866086,5.656539662490786,13.562431055209036,14.131346792249758,BLUE
1.4087039236530547,3794.35216951457,4.917407847306109,131.18120693332858,-27.909602863561005,BLUE
1.2429518853013746,440319.358315281,7.245771131180825,12.615020360487563,-12.938986734257131,BLUE
1.0,35752.903167945624,5.511121104336092,-15.834089092155454,17.136531803430504,BLUE
1.5034389811098245,18981.586360877725,5.111004739551438,10.29696982389249,54.53428080141515,BLUE
1.0,13070.590905575587,6.142489455439094,108.49282669357498,29.573717045883914,BLUE
1.3317617969567261,41889.85999259936,5.4981141563480715,16.71288197341812,39.745912439280325,BLUE
1.0,23880.50100884154,5.182239497776509,50.14926536859246,7.180397315608548,BLUE
1.4024062592993118,3629.7722286702615,5.9,123.77870518128309,11.981669215726917,BLUE
1.8845868882296137,2221.892030309157,4.157706555885193,22.136725647719075,40.40789988500613,BLUE
1.0,161.43141390378182,4.1373377088791035,32.582615075653976,-12.700435468780181,BLUE
1.0,23569.38290457279,5.3,12.91142792252359,16.025813826820063,BLUE
1.6861219234849727,43841.092200797924,5.9,35.07413431620982,39.58465065813896,BLUE
1.0,26757.945552417183,6.305689300382818,24.89866593043888,25.743850087647928,BLUE
2.0,958.8236760813543,3.7074497719115542,-41.21483903316148,27.920753368466467,BLUE
1.9046950834627752,4606.223451739036,5.975963283773435,-82.52133529945526,3.674848472564543,BLUE
1.0,9739.746160263989,4.729242720143158,23.998693592077224,10.704100772888943,BLUE
1.0,3412.748639408972,5.260524665395484,-32.54440442481516,37.92934161561676,BLUE
1.4299576197798216,5326.363716604638,6.032868621317448,88.3407387405382,10.926644712347908,BLUE
1.0,11648.922878421783,6.050715248683479,-43.533403769496445,-23.950118646466393,BLUE
1.5,217216.23051474834,6.683923765430898,-69.89755663698114,19.61486323276581,BLUE
1.7349258473948943,113751.49184926793,6.502388771092342,64.17349729936238,27.517216155288033,BLUE
1.0,86293.26865516984,5.9874180343242775,-32.644133181673894,43.495401426860695,BLUE
1.0,170581.44687164045,6.1,34.945705094480225,-2.724437918522077,BLUE
1.5071804154671753,248665.94394481622,6.947845875359847,9.505680667809118,1.5146328077495763,BLUE
1.0,58812.883185586245,5.429994206977702,25.67694048958299,14.163157376694947,BLUE
1.701959022380847,180129.84667637313,7.1788245865714915,4.674919999293635,52.54007596969787,BLUE
1.0,7893.290287692805,5.452924861715805,42.50812688996755,14.015776406944799,BLUE
1.5822027645394394,39652.66993641829,6.150678341276336,-82.5556568887795,0.10260466539177293,BLUE
1.4417084627221517,1432.9220184702774,4.648442003077594,-11.173048327853502,50.87515408794641,BLUE
1.0,58045.38321743967,5.454669568207213,35.301318383541364,32.66054841517308,BLUE
1.0,265400.0952974952,6.890241303328611,89.17053509330495,49.16827186768808,BLUE
1.0,7633.402550534468,4.4,-75.63792328619496,18.660205592731753,BLUE
1.3665000536113117,164273.12411510551,6.539800064333574,20.783416966239454,-5.776768297649284,BLUE
1.3413386450602331,2205.475316326819,4.69279521944579,88.17973650346573,39.92706392858454,BLUE
1.931554914309481,5403.166563239766,7.5399086743760275,37.722243605488856,3.2609078319402016,BLUE
1.0,128080.74652644136,5.796920880970945,-2.817319966092981,-4.37753355510315,BLUE
1.2166973705472686,24237.95919098725,5.3,13.593444984648722,22.074452383036505,BLUE
1.0,2546.682125260885,5.617345103178607,120.37670267291625,16.794336686252016,BLUE
1.1016135334159651,63184.1503288124,6.779677293316807,118.81840452384003,65.56774150947271,BLUE
1.0,138.7022753927029,3.9002406077065324,29.91938904892634,2.0224897287862635,BLUE
1.6732052941422226,1037657.7065055247,7.542487411799112,122.60289063462992,0.8698467724928847,BLUE
1.0054055418175982,1785.2151787209177,5.203243325090559,16.74462106652063,12.840320900506576,BLUE
