Severity,Affected sq km,Magnitude (M),Centroid X,Centroid Y,Dead
1.786205652,16942.35835,5.306897174,-22.6108954,25.36157615,BLUE
1.734443932,19794.65467,7.029887403,-4.334543847,-5.32012242,BLUE
1,56379.83732,5.876871008,18.01011536,5.707193947,BLUE
1.025193414,154354.9654,7.669767903,115.1075969,29.20859889,BLUE
1.838997328,13222.64745,6.771197862,21.13441738,30.75719608,BLUE
1,11609.88047,4.894291008,14.0807023,14.77323948,BLUE
1,36340.11519,5.459260044,-44.19271684,-18.0756538,BLUE
1,225358.194,6.697025711,65.11321037,31.41404016,BLUE
1.281169336,397466.9007,6.750129063,100.7417122,38.15801252,BLUE
1,27303.89763,5.32349734,131.9216535,-25.57186478,BLUE
1.70487101,13201.52087,6.811461303,2.843539607,31.84687545,BLUE
1.182871858,146314.8612,5.946297486,115.2587035,31.6827056,BLUE
1,19842.35344,5.446430316,74.58560268,-1.882340846,BLUE
1,1757.602154,4.542854142,16.11557508,15.2414547,BLUE
1.525834361,470.206546,7.282991369,-72.51743746,6.047189244,BLUE
1,25300.20937,5.59904088,-44.10340461,22.84275744,BLUE
1.140773026,18470.56428,5.6,36.71338568,-1.043514992,BLUE
1.137359529,15470.30168,5.631320236,-129.8976019,55.00041287,BLUE
1,28557.99077,6.431116582,122.7371599,-14.21523169,BLUE
1,23804.37157,5.119999652,80.50698696,2.013049258,BLUE
1.276353538,1877.917427,5.12108283,-28.3398275,35.23841922,BLUE
1,294737.6939,6.479310736,-42.67817639,22.59112935,BLUE
1.065857514,19043.51667,6.902427457,10.09387489,12.93296418,BLUE
1,151.0000995,3.526940848,74.56449376,31.33384024,BLUE
1,172932.1765,6.926999471,-23.22181135,-9.453161252,BLUE
1.34510607,41.60027466,5.077700065,54.16243132,-0.671594513,BLUE
1.354977234,177081.8131,6.354977234,56.97652016,-7.852623167,BLUE
1.5,18167.03345,5.392878949,12.97290557,1.286175393,BLUE
1.336351497,1867.888951,5.038162395,-41.21196645,37.31963923,BLUE
1.203318603,82606.46115,6.3,13.87383814,7.47285579,BLUE
1.749532101,965182.3443,7.774766051,99.9631267,-19.91177558,BLUE
1.3751259,82640.48243,6.3,14.67308569,10.49689101,BLUE
1,14941.44562,4.714349197,16.38119481,16.36452253,BLUE
1.083584812,38048.17679,6.865962528,13.10142418,50.66574196,BLUE
1,24618.47737,5.478434585,21.25933788,10.43652285,BLUE
1.012156771,69583.72144,5.40850974,18.34707019,15.22457325,BLUE
1,44380.57557,5.528186057,152.3006538,-16.90594266,BLUE
1,2751.192806,5.406695562,2.793336679,36.36820261,BLUE
1,1615.18667,5.103744532,43.39924654,0.111378875,BLUE
1.712367271,13172.36392,6.669893817,37.15227747,31.65640877,BLUE
1.1533883,125298.269,6.5533883,-52.08663461,8.388579233,BLUE
1.352958503,44342.78091,5.641183401,67.30909886,22.50687196,BLUE
1,3527.236601,4.605932082,123.7022393,5.833434815,BLUE
1.665950034,65374.16912,6.565520055,22.46428864,7.644076444,BLUE
1,43708.1317,5.433650475,130.8964473,-25.68848133,BLUE
2,40760.74437,5.580905477,-48.1332566,18.32491495,BLUE
1.9658234,309043.9877,6.44784724,141.7467211,-31.67398084,BLUE
1.783759842,59.62502623,3.240511811,-61.46660569,46.50648894,BLUE
1.714241675,752.5804316,6.142755853,121.8643998,16.26955147,BLUE
1,33262.49532,5.343276688,51.40424155,38.58304263,BLUE
1,13632.65349,5.62253266,-29.84979553,31.9346471,BLUE
1,3088.737182,5.399736847,58.71171622,28.03431676,BLUE
1,9322.04598,4.547122706,64.83677538,34.62673331,BLUE
1,148.5948128,4.986960524,-93.49589385,6.291806087,BLUE
1,54812.27862,5.044441134,115.1405103,16.68965089,BLUE
1.641734397,24582.36353,6.301571844,18.23435256,-0.760158907,BLUE
1.671479149,143151.8145,6.435739574,37.43989948,10.51352204,BLUE
1.367717846,465553.4604,7.130946062,-26.06552384,0.229903362,BLUE
1,6533.287973,5.74181415,10.03564576,-22.88547756,BLUE
1.790833068,40383.58129,5.583666773,-4.850318578,13.52073656,BLUE
1,84741.12274,5.4,43.55519598,18.33796943,BLUE
1,734.4448773,5.647940654,-8.627157635,19.57128474,BLUE
1,15312.84027,4.827785278,17.68323163,18.57789719,BLUE
1,886.4667058,3.911853058,45.85918813,34.21196649,BLUE
1,12838.35466,5.872807571,96.0085575,34.200207,BLUE
1,9566.625725,4.058893777,17.07943749,14.30492238,BLUE
1.932497453,3859.663813,4.820250764,46.78312091,-15.57273738,BLUE
1.240649503,1871.390729,5.092519602,-22.09614863,33.15930185,BLUE
1,8293.818402,6.028254127,-55.38536547,4.67508007,BLUE
1.514661727,137783.9467,7.6677442,25.4268326,-20.4505507,BLUE
1.886696495,875453.1024,7.786696495,132.4380197,-21.22550171,BLUE
1.403601002,3594.312244,5.156038897,-33.87635008,18.50296912,BLUE
1.737884985,4909.346168,5.090307988,105.8330341,4.458911344,BLUE
1.295445572,232872.6096,6.447722786,43.98450638,17.2872611,BLUE
1,4378.120055,5.884545727,90.05865254,23.2192872,BLUE
1.173262084,1944.488135,4.319786252,-73.2278947,21.21770269,BLUE
1.602387621,52633.1696,6.265014005,75.94719521,34.08197607,BLUE
1.367861868,1335.487328,5.452855253,32.62545322,0.832810485,BLUE
1.102666469,182697.0923,6.579466706,27.15550244,6.547961908,BLUE
1,124722.767,6.4,-27.62260827,3.640747195,BLUE
1.731466244,226654.5215,6.519439873,118.4351852,49.64749323,BLUE
1,15165.42253,4.871253834,31.51173546,6.326738633,BLUE
1.671621968,425.5944282,3.840270756,78.11365096,5.57360209,BLUE
1,15296.93562,6.159098531,111.2819158,33.75283633,BLUE
1.396362799,12910.15636,5.664000921,83.10361688,30.74918496,BLUE
1.076979467,43612.73587,5.161583574,17.08286694,6.538092821,BLUE
1.075583614,13528.33859,4.815116723,72.87747361,12.17409603,BLUE
1,54934.46005,5.048576779,117.0867941,16.51597574,BLUE
2,75.57404403,2.937832632,-54.4367733,-3.074574604,BLUE
1,12984.36937,6.397452631,18.40290592,33.87387453,BLUE
1.299522294,175044.0624,6.740573248,51.266692,-21.03392842,BLUE
1.311824389,4674.674678,6.286013656,79.76944315,11.75817674,BLUE
1.64850482,230602.2173,6.764850482,94.79836988,27.44161216,BLUE
1.732597972,1768.015608,4.606960811,17.6009284,0.592573206,BLUE
1.015110684,3785.460896,5.386400384,120.0621862,17.09841876,BLUE
1.034984631,47437.28706,6.365015369,18.30410944,2.011701199,BLUE
1,2780.817367,4.151607482,-3.72436792,24.1438275,BLUE
1,6448.202338,4.894384227,87.34195059,32.8393363,BLUE
1,28733.88251,5.317348052,22.59471433,30.54063876,BLUE
1,6754.497646,4.53399555,30.80927245,-5.546193772,BLUE
1,19599.16935,6.456453697,-28.2902656,27.9459975,BLUE
1,84467.66934,5.498205879,-43.44978916,-14.91458347,BLUE
1,83264.23472,5.762098546,34.17833486,21.06711425,BLUE
1.133904366,81984.4308,6.04017131,117.1809979,40.79072496,BLUE
1.526633136,353368.8523,6.710653254,-14.28887049,35.7707231,BLUE
1.052952902,19055.69679,5.868228259,65.66369158,22.65632413,BLUE
1,183722.8223,6.507102832,-9.481411966,17.51610967,BLUE
1.027631871,393.949994,4.004475843,44.59187477,30.02420451,BLUE
1,62569.81681,6.094614091,-22.63153698,11.34860432,BLUE
1,84156.75981,5.44680247,46.00935123,33.62611791,BLUE
1.797367366,27473.06638,5.698683683,0.475514889,-16.18968754,BLUE
1.412414129,302211.8301,6.606207064,-63.44747281,14.38511722,BLUE
1.701139594,10080.68752,6.190797716,-26.81083283,51.02851608,BLUE
1,6276.344686,6.236022377,41.68809818,30.49477049,BLUE
1,187463.4395,5.881630338,29.18240666,6.071167716,BLUE
1,16876.81289,4.506157957,-80.2573611,42.11681654,BLUE
1,6377.176303,5.717073943,36.17720983,53.49930322,BLUE
1,2544.808644,4.974689846,103.2333846,9.532009779,BLUE
1,4474.627631,5.169644055,102.6041677,26.04479133,BLUE
1.021209492,232715.3694,6.321209492,20.00724328,14.62884519,BLUE
1,24803.37683,5.379807064,13.49925245,11.28479745,BLUE
1.160198393,1686.747678,4.5,-3.749653921,-29.07979006,BLUE
1.811459394,3840.290997,4.913124363,62.81112311,-11.67571337,BLUE
2,484.5890652,4.118848755,3.712161536,34.38957399,BLUE
1,32378.50246,6.579306259,35.74097885,-6.470097855,BLUE
2,46779.96826,5.481514481,77.5507412,24.38160011,BLUE
1,751.0041625,6.185024104,92.88885645,26.99299779,BLUE
1.566417207,2671.441099,4.9,103.6540341,-13.48637384,BLUE
1.092625483,42311.70619,5.772212355,-0.238903521,9.259472044,BLUE
1,866.4673854,4.226454085,28.97112294,13.6209869,BLUE
1,2705.431571,4.797458397,35.39954057,5.760796068,BLUE
2,3801.317403,5.479174833,-34.11863076,19.32786008,BLUE
1.258711642,858425.1744,7.603484657,63.75703921,33.2300762,BLUE
1,1191.266314,4.308164647,43.55348698,30.07192277,BLUE
1.276552182,27285.99478,5.438276091,96.01869577,-32.97827957,BLUE
1,79609.01943,5.209959578,71.59605651,34.51224615,BLUE
1.705273005,420.4588761,3.887382207,82.56249977,7.586896522,BLUE
1.306645842,49950.62145,5.367975011,17.72442284,23.63023478,BLUE
1.637688247,102.9358326,3.062311753,-29.91259645,5.991828425,BLUE
1,87871.51975,5.67898896,50.04027748,35.10046791,BLUE
1.5,368701.8973,6.485784183,76.57571627,27.91948075,BLUE
1,122831.6041,6.4,-97.08508312,17.07198056,BLUE
1.800729664,644.8910025,5.761240428,22.17783904,15.31423491,BLUE
1,36431.51618,5.563241014,18.52449613,17.9771157,BLUE
1,12865.96725,5.99548926,112.8851107,35.55817062,BLUE
1,37812.88481,7.079381669,13.54712275,61.7466635,BLUE
1.75162374,27580.56058,5.700649496,-6.809116572,-0.412152539,BLUE
1,1065115.155,7.421440648,-26.13874467,7.254888071,BLUE
1,18541.78537,6.091677469,91.0633229,21.89669227,BLUE
1,42852.78263,5.676220115,45.16602969,-3.857257382,BLUE
1,5303.72248,4.468736852,125.446864,9.700251815,BLUE
1,841.217,4,-3.96448,5.9569,BLUE
1.633633263,431459.8599,7.040539873,-18.03386695,19.65979988,BLUE
1,6588.808208,5.392117104,26.6466634,-16.47086809,BLUE
1.672871669,1695.824843,4.925266831,49.16248416,4.777402688,BLUE
1,79064.21772,5.216229836,126.7323684,34.52354056,BLUE
1,8624.630403,5.646639781,74.94732342,15.35215669,BLUE
1.838491834,32685.69108,5.3,64.73327783,36.02517673,BLUE
1,19207.07608,6.944072255,-11.37603257,18.49526724,BLUE
1,4267.685499,4.400927531,20.11637752,57.02066094,BLUE
1,174396.7947,7.066355254,-40.88651779,-13.55204968,BLUE
1,148.6687568,3.754425397,20.9320246,24.66779169,BLUE
1.799717982,730.310585,6.319323157,114.5823086,19.38143426,BLUE
1.383216392,951.8440315,5.474824588,82.95102111,24.2720426,BLUE
1,6441.433249,4.854271104,94.41144065,31.16362394,BLUE
1.737917393,44285.66321,5.690333915,11.11452477,34.49371819,BLUE
1.760724512,140213.3492,7.126406073,21.27870618,-2.581225208,BLUE
1.068458719,59813.65284,5.706845872,46.76946053,16.93698644,BLUE
1.628887062,3169.252217,5.677332237,64.22383133,30.25018581,BLUE
1.039616696,337.9692823,5.566390122,-92.24532513,27.77275817,BLUE
1.207775545,16359.43782,5.375334673,5.768053317,35.78497904,BLUE
1,99252.15429,5.461499583,-4.543102699,36.48807593,BLUE
1,18331.44791,6.092458594,82.87257838,32.08225823,BLUE
1.31577554,10722.85099,7.215722592,-95.36115769,11.856849,BLUE
1,1944.430687,3.915119302,-66.21602612,8.160798832,BLUE
1,7759.0812,4.133475867,-70.11301659,-14.7493695,BLUE
1.787387027,13192.97076,6.368467567,26.75109281,23.58761915,BLUE
1,89083.76977,5.663476338,84.19789972,2.92566975,BLUE
1.369752781,13469.18153,5.576480839,49.15357987,18.13350572,BLUE
1,4723.325334,5.202586226,25.21225422,-2.54585934,BLUE
1,42745.61952,5.593822581,6.237366277,6.104514744,BLUE
1.213800667,22029.80974,5.5848412,107.580253,10.36881448,BLUE
1,5816.059366,4.642545515,71.58512834,19.23859428,BLUE
1,2912.566671,4.261084281,24.42372503,19.46740659,BLUE
1,24022.37002,5.106371938,77.64819238,1.592593399,BLUE
1.935993653,233416.8713,6.787198731,109.8926676,25.06327685,BLUE
1.175256763,44285.18422,5.570102705,83.39219216,16.17040461,BLUE
1,14964.18074,4.870761689,15.18832514,15.53055652,BLUE
1,917.5910453,3.843446964,71.70019332,33.50853849,BLUE
1,934.3557377,4.867130007,126.8850616,35.81948443,BLUE
1,34218.24831,5.369895392,9.576995439,25.63135167,BLUE
1.497368757,144875.7454,6.197895006,77.53511492,25.18302963,BLUE
1.471911961,45610.09622,7.226971099,8.593227114,10.61429226,BLUE
1.754452135,46222.59428,5.891095729,48.74368177,23.01590932,BLUE
1,14895.48338,4.9,12.19548917,18.53866109,BLUE
2,3696.02259,4.594853896,34.00353539,40.78947166,BLUE
1.235559272,34662.87349,5.66489149,-71.83796753,26.60955572,BLUE
1.704835527,4697.781059,6.126460525,111.1791986,17.35695107,BLUE
2,168627.5426,6.296552114,99.50025347,15.12623899,BLUE
1.739763402,47096.49866,6.25204732,1.729687374,39.45425688,BLUE
1,11795.07697,4.820253869,30.39123221,12.75066329,BLUE
1.160462614,4723.855588,4.208601399,67.38639165,27.79564536,BLUE
1.929508054,19728.03336,7.694262082,-51.31178207,-1.80929486,BLUE
1,33501.99678,5.31856467,38.28517514,43.37430743,BLUE
1,143363.9324,6.065687754,95.14240358,33.75127013,BLUE
1,1742.980053,4.653802205,24.91955986,16.30695722,BLUE
1.814125686,724.2356647,6.168027331,121.8054152,15.81122843,BLUE
1,27375.57627,5.394459707,115.1921303,-34.27180192,BLUE
2,572156.2995,6.899388677,-72.35724306,1.851624949,BLUE
1,3488.743393,5.6,-18.25211421,2.397056507,BLUE
1.309806875,13379.68177,4.861961375,58.42894328,14.5784915,BLUE
1,16327.98819,5.350025832,83.13016089,36.2871094,BLUE
1,917.9004624,3.921489247,73.00644451,33.17518293,BLUE
1.535553815,71.91882454,2.896219959,-114.4015685,32.93858443,BLUE
1,6397.303761,5.656885975,33.24475573,52.96311871,BLUE
1.353789159,476.0378795,3.796746392,71.14580136,31.3676777,BLUE
1.171444402,298899.9838,6.502866641,-51.4954255,39.15758388,BLUE
1,90956.32981,5.994646424,30.46235694,-2.953068274,BLUE
1.346102084,45635.17369,6.930645002,6.985297592,4.77401464,BLUE
1,142.2199405,3.439651911,87.98021983,25.58216268,BLUE
1,1840.84422,4.709436997,-0.307007047,28.05766942,BLUE
1,145251.4749,6.001977237,97.82405828,12.77325634,BLUE
1.645575051,8501.616092,5.445575051,15.04695909,25.68597535,BLUE
1,1076.892228,4.455070738,51.47183041,15.89436014,BLUE
1,28660.12104,5.223551675,18.7223309,41.28848422,BLUE
1.876319433,154541.6344,6.64841668,3.540296065,41.96527566,BLUE
1.897432037,71320.45666,6.1,-3.966180006,39.47345501,BLUE
1.607269257,17429.24583,5.396365372,-21.63713579,7.287224034,BLUE
1.44662881,1030397.901,7.623314405,42.31599601,-14.03079914,BLUE
1.496867527,28662.74171,5.74655428,52.82651216,33.23935914,BLUE
1.806136932,12914.06849,5.135704148,26.78367829,23.72316246,BLUE
1.570591614,472.1021241,7.259988511,-58.36012331,9.272348043,BLUE
1.323059217,70513.26537,6.50616447,-53.53858676,18.14771209,BLUE
1,24652.11241,5.3,19.24149499,11.62936108,BLUE
1.42938214,178777.1825,6.457629284,104.5152178,-20.97286183,BLUE
1.251644146,70397.17517,6.549013512,-58.41397438,15.98743477,BLUE
1.560789399,505176.7318,7.304710459,-45.98024455,19.04747632,BLUE
1.389453245,2668.781313,4.9,65.20394027,3.082349434,BLUE
1,6466.634503,5.875488431,13.64095941,-20.7680362,BLUE
1,27078.38752,5.441009959,60.83507396,29.69521593,BLUE
1.410373372,18581.02396,5.635850651,38.07211389,-6.467792929,BLUE
1,6284.586317,5.993949591,49.66703437,55.96584993,BLUE
1.61479908,364227.1828,7,79.58557449,24.72536323,BLUE
1.8824487,122526.7022,6.54702052,36.53976583,36.52437007,BLUE
1,8940.772021,4.614869837,76.57174275,12.92667599,BLUE
1,18386.84535,6.198804719,112.1157242,31.13787275,BLUE
1.718739618,46872.97797,5.512504153,67.45907669,27.93898499,BLUE
1.267598951,63133.49566,6.440839056,-36.90982077,6.502701198,BLUE
1.757466675,65.39002059,4.34922661,-6.455060841,-14.01491184,BLUE
1.161362801,118232.3883,6.24840884,70.89952477,33.61108394,BLUE
1.916445662,486.3401201,5.540981554,49.39873363,36.91867797,BLUE
1,99701.97968,5.609564483,-3.792299047,33.45003688,BLUE
1,6721.500535,4.465748177,68.13659214,11.22334594,BLUE
1,3399.744649,5.6,102.719392,1.830225,BLUE
1,27427.60876,5.703385263,95.65189074,27.09132283,BLUE
1,12959.79694,6.422864336,50.12138014,37.01526383,BLUE
1,19169.91679,7.015723612,-3.5230384,17.34221777,BLUE
1.777638695,17428.4451,5.311180652,-6.724085505,10.89145765,BLUE
1,87553.44152,5.607689828,27.99140457,9.475572236,BLUE
1.696123658,474.7978861,5.852561269,-52.56760349,15.63931973,BLUE
2,25155.41485,5.573605694,11.77833717,13.32513589,BLUE
1,817.6657498,6.132576738,15.05668213,26.90347357,BLUE
1.608967131,28790.51485,6.026276992,67.19773409,12.89159685,BLUE
1.234203371,22576.51307,5.082898315,75.87097314,13.85751485,BLUE
1,869.2888965,4.570669115,126.4617155,30.43578626,BLUE
1,3536.539959,5.559862803,-76.52728006,2.376813135,BLUE
1.616300486,235150.8304,6.484890146,78.96962674,7.766272236,BLUE
1.556878443,47928.83365,5.934127066,6.429578167,35.99570956,BLUE
1,5819.6375,4.615775104,74.58503401,18.95154855,BLUE
1.428944333,4740.563206,4.557627633,77.36601824,19.83392737,BLUE
1,763.4943364,4.088642494,125.7733815,21.68223424,BLUE
1,445.2652775,3.033927212,74.74128745,28.98065622,BLUE
2,40899.51484,5.559570781,-39.78632334,21.04029909,BLUE
1,36064.14356,5.488863298,-6.078553156,5.45311729,BLUE
1,786.6511033,5.400202954,69.42275963,20.1252646,BLUE
2,39811.32219,6.464454476,6.980521904,10.58460179,BLUE
1.129473034,44227.71509,5.37768382,156.2013254,-26.93241418,BLUE
1,1875.577233,4.494560813,-15.49961768,14.62367874,BLUE
1.532504066,27452.16381,5.8,26.96414575,7.451533328,BLUE
1.115394642,1586.553734,5.473065894,77.44488873,23.78704303,BLUE
1.197181055,18430.7463,5.963382734,83.36161221,16.05758083,BLUE
1.117203906,5625.382234,4.011720391,100.7880454,21.60559914,BLUE
1.662793424,44209.1765,5.63023474,11.79290247,31.31620719,BLUE
1,59604.17016,5.742852589,46.79033476,14.5845355,BLUE
1.307926353,751.198751,6.384755812,101.6089073,24.01281558,BLUE
1,16249.67554,4.9,104.3932673,40.70029013,BLUE
1.608140627,845750.6954,7.804070313,-46.07625779,41.74876627,BLUE
1,19730.31782,6.7061073,84.15000293,23.6180194,BLUE
1,27706.24617,5.440863277,76.05322534,18.3201825,BLUE
1,18677.5098,5.996877974,72.50584788,13.75717687,BLUE
1.419271661,3780.592878,5.4,102.7591842,22.8581754,BLUE
1.018124041,835234.796,7.487313171,32.59220064,52.46221603,BLUE
1,6484.757341,5.934206491,-2.246169351,-13.03403582,BLUE
1.965477047,17430.64447,5.303568859,17.36735998,16.40962362,BLUE
1,893.9770859,4.473170481,64.85368713,21.97082919,BLUE
1,9049.479307,6.033492249,-20.67088619,23.36802861,BLUE
1,9382.747624,6.182538205,-37.53126657,15.59829136,BLUE
1,4722.532986,5.101810607,28.24658922,0.395484953,BLUE
1,27634.6891,5.524018285,71.90540016,-23.81875673,BLUE
1,4246.854343,4.107983021,21.66005437,65.27661906,BLUE
1,47710.31338,5.744688732,18.3383918,36.85416998,BLUE
1,875.1279985,3.535656599,24.6145933,20.42324004,BLUE
1,786.1617085,4.565552919,118.0888388,16.14729731,BLUE
1,68975.1328,6.207166982,7.379491895,40.01739749,BLUE
1.156673832,4723.619813,4.203675982,67.24556035,27.90800018,BLUE
1,19743.59525,6.363414806,64.35478987,15.1468323,BLUE
1.333628396,3154.081827,5.500177038,73.34322,25.04899773,BLUE
1,4335.07138,6.166493124,-20.00069009,2.900011882,BLUE
1.225647057,2037.238166,4.202588226,1.066920012,42.35333501,BLUE
1,180669.0546,6.110065318,-68.90641381,29.90546679,BLUE
1,12876.43331,6.041989608,119.2818729,36.07288297,BLUE
1.058720062,290885.1016,6.482208086,-65.23993804,30.82828163,BLUE
1.233154878,230009.151,6.746630976,88.39123928,30.47983043,BLUE
1.924300273,310761.4908,6.415139945,139.1749205,-30.00961692,BLUE
1.61217391,227206.1288,6.6,130.2612325,47.58133362,BLUE
1,14676.37528,4.639292468,11.84382793,20.47601754,BLUE
1.901774029,19740.68455,7.701774029,-35.37675046,-1.181123472,BLUE
1,43306.8673,5.24243092,14.44938941,4.096155783,BLUE
1.466513194,1908.382255,5.24642111,-62.08068718,46.0227449,BLUE
1,28629.10569,5.38397432,33.43896209,35.2896055,BLUE
1.610595061,358.922502,4.3,121.3984964,21.10714397,BLUE
1.229119518,1422.317841,5.508352193,52.51663879,10.96453723,BLUE
1,34452.88571,5.403193419,-1.758996266,16.53675055,BLUE
1.066564728,232866.4804,6.319969418,22.58707819,13.31431545,BLUE
1.175840996,459590.5459,6.8,11.35056563,7.469341948,BLUE
1.074105423,27768.80541,5.614821085,40.3524061,-17.09328751,BLUE
1,88072.54248,5.66282825,32.87809783,-20.30288843,BLUE
1.803814545,7407.70692,6.00762909,45.45901604,41.12758925,BLUE
1.433472233,136364.1929,6.286694447,45.65635816,31.55368962,BLUE
1,19939.09979,4.905353528,119.076636,-8.499959014,BLUE
1.559059285,477.0687253,3.035435571,27.91464122,30.60489435,BLUE
1.160581076,56.81811404,3.52041618,10.6163872,35.40461208,BLUE
1,11770.95807,5.866033398,-47.86434143,32.60888613,BLUE
1.649479466,34838.19352,5.954635626,-23.67007457,39.10232944,BLUE
1,4220.48938,4.398026619,28.11105905,55.45298743,BLUE
1,3153.888916,5.320614103,86.46608082,17.97322425,BLUE
1.1847871,18894.18393,6.545638701,18.0039387,7.419602674,BLUE
1.53576148,34737.17358,5.828609184,9.848632065,34.24910458,BLUE
1,35768.2857,5.922737752,60.31154335,22.9428059,BLUE
1.671635258,46113.65345,6.331345897,5.061738381,34.53411279,BLUE
2,67111.22491,6.808765655,8.109798411,22.72275025,BLUE
2,3772.436789,5.394981791,76.62545434,30.94786112,BLUE
1.2176674,28497.22774,5.2,41.311843,36.1356757,BLUE
1.169157856,7427.27116,5.702989427,106.3204736,22.46032594,BLUE
1,707.7882977,4.451601063,106.6527292,20.38534638,BLUE
1,3136.169599,5.301594043,83.249161,19.31354345,BLUE
1.195505358,42469.2157,5.819550536,16.09734674,6.160981,BLUE
1.227190427,591291.82,6.877280957,-5.425856822,4.528891245,BLUE
1,14864.5446,4.764525749,23.75948076,12.50545972,BLUE
1,123809.7268,6.866768337,5.737558784,27.58299073,BLUE
1,2252.654992,4.603075584,-41.59342514,42.9638047,BLUE
1.708143206,61.90531751,4.684626198,1.246729763,-12.15651895,BLUE
1,489.6953295,3.618040023,98.2054048,17.82375258,BLUE
1,58853.04893,5.900698797,35.97712139,5.459129777,BLUE
1,2642.988367,4.919699793,32.07311059,20.21660594,BLUE
1.240995967,124981.4435,6.9,6.11956475,40.24721376,BLUE
1.140324518,232250.0313,6.6,93.48405243,20.88177526,BLUE
1.671157473,44429.81214,5.702694484,64.4485887,18.1877329,BLUE
1,145400.451,5.986142136,100.9106786,14.5520714,BLUE
1,9678.477474,4.519577231,46.0743218,31.57535413,BLUE
1.169881006,61066.33203,5.633976201,40.51678606,15.29713159,BLUE
1,24167.99394,5.50944792,68.2853069,-2.281758703,BLUE
1,2743.557201,5.302737131,29.55445223,3.205702616,BLUE
1.749977798,13164.78919,6.599973358,18.6371992,30.28233436,BLUE
2,121393.2018,6.509177151,37.43678251,31.32580707,BLUE
1.120642339,36540.10777,5.493027743,14.86772963,6.132929756,BLUE
1.402844694,60997.85869,6.038862122,-27.3685062,10.59189404,BLUE
1.327066369,457.9334447,3.288719463,65.5913103,6.571150143,BLUE
1.444563962,19824.18055,6.65565117,13.7147898,1.086666691,BLUE
1,43063.44489,5.394835272,10.8876997,4.967214148,BLUE
1.816195662,39670.45281,5.7,-55.74351897,-0.745715716,BLUE
1.843523284,42928.1226,5.837409314,80.05878415,2.855077284,BLUE
1.47392122,28327.26227,5.2,69.05055031,26.89229288,BLUE
1.358198556,166369.9251,6.686558845,-14.47677729,21.7573394,BLUE
1.270942698,490884.0258,7.043848428,-15.72343733,8.080604688,BLUE
1,2267.591858,4.979774582,-54.16974515,41.36157244,BLUE
2,320846.05,6.968617319,41.19101305,25.47234607,BLUE
1,1782.149839,4.548300126,9.327470691,18.13099623,BLUE
1,42834.03852,5.257017473,10.63920061,6.456600752,BLUE
1,4368.903083,6.212425421,37.61908347,10.8121275,BLUE
1.046080743,44876.75487,6.036864594,90.64191702,26.01625633,BLUE
1,867.6745876,4.443646318,-37.4693992,12.15247012,BLUE
1,37510.78998,6.761743315,12.6002001,52.04167053,BLUE
1.076971669,69227.94732,5.530851838,18.3388723,15.03296083,BLUE
1,6656.826951,4.421537542,91.61202981,9.990563669,BLUE
1.617201236,44946.8478,5.976559753,11.31566966,25.72586174,BLUE
1,55349.48708,5.178169053,105.5961064,14.62818824,BLUE
1,14643.49534,4.702146769,10.5197605,20.75441537,BLUE
1.203758549,116328.0758,6.28150342,64.41404306,19.78896609,BLUE
1,2740.819135,5.5,26.94564488,11.0957749,BLUE
1.307641078,84433.25504,5.538405185,-39.19204692,-8.556685209,BLUE
2,234391.4159,6.747187603,113.1486198,19.54413705,BLUE
1,13688.94469,5.96953424,-80.20749976,40.64518724,BLUE
1.363625718,12908.44944,5.70001171,86.75082233,31.24192386,BLUE
1,88308.45664,5.87284174,36.21965247,-16.75261039,BLUE
1.730488138,46868.20196,5.507804745,68.26343206,27.6553816,BLUE
1,60961.47495,5.7,17.43775899,21.77011125,BLUE
1,513.1628282,2.913751329,97.02520087,22.16685997,BLUE
1.781284387,910069.1835,7.868770632,-85.89088917,25.54275448,BLUE
1.702348367,46978.99746,5.459530327,52.87752894,6.229771428,BLUE
1,8044.306765,4.414755481,-67.38295684,-15.93902154,BLUE
1,677987.4907,7.102818633,20.61999285,22.41173543,BLUE
1,35962.14397,6.033445756,97.22438817,22.90746449,BLUE
1.110987378,19783.28799,6.077579805,34.93577701,2.344496077,BLUE
1.239148669,798.4212256,6.419574335,40.49734531,24.39628708,BLUE
1.593861203,472.9565834,7.18087191,-52.69568652,10.81516923,BLUE
1.911615053,873955.4396,7.946969032,-93.09843566,30.6977155,BLUE
1.698948828,24985.80461,5.769894883,-23.53708531,12.51096601,BLUE
1.631652786,35123.8767,5.831652786,-21.67366553,36.51871232,BLUE
1.783826887,131054.2902,7.75148066,-32.40773365,6.854902095,BLUE
1.984425454,444396.8795,7.671965816,-89.31638364,5.00868339,BLUE
1,119276.2283,6.49616942,31.54502778,16.8475564,BLUE
1,88522.62999,6.089897079,39.4132066,-11.09143162,BLUE
1.120814227,298154.5778,6.575837155,28.53248156,-4.38306346,BLUE
1,9333.33722,6.26980995,-46.72340253,8.986239259,BLUE
2,168931.3907,6.232798849,112.1721925,22.27786777,BLUE
1,2791.208356,3.7,-10.67848542,19.37990229,BLUE
1,17931.62871,5.766684739,-22.96261977,21.14657112,BLUE
1,11500.60043,5.509275389,-61.72116685,26.11332983,BLUE
1,2742.156404,5.438751512,7.892634563,36.07700376,BLUE
1.888118189,1729.063211,4.645446354,27.82229839,-2.432075026,BLUE
1,15282.66428,4.9,9.218887398,30.21402947,BLUE
